conversation_id_str,created_at,favorite_count,Tweet,Tweet_clean,predicted_sentiment
1844666623808110721,Fri Oct 11 23:47:41 +0000 2024,0,@idextratime Napa si selalu wasit arab sampah yg mimpin gak ada yg lain apa anjing,napa si selalu wasit arab sampah yg mimpin gak ada lain apa anjing,negative
1844643002091999420,Fri Oct 11 23:47:25 +0000 2024,0,@feryaninur @tedzinski @blackrosenf @ainurohman Itu udah aku kirim ss artikelnya ada yg kepotong sikon apa aja yg jdi pertimbangan wasit tp itu udh intinya. Buat next match krn wasitnya jg timteng moga kita kill the game first jadi klo mau dicurangin gk masalah ini jg latihan mental buat kt suporter&amp;pemain buat nyampe puncak,itu udah aku kirim ss artikel ada yg potong sikon apa aja jdi timbang wasit tp udh inti buat next match krn wasit jg timteng moga kita kill the game first jadi klo mau dicurangin gk masa ini latih mental kt suporter amp main nyampe puncak,neutral
1844858543947862272,Fri Oct 11 23:46:51 +0000 2024,0,@allaboutcaee yg botak dr kmren meresahkan bgt wasit kocak.,yg botak dr kmren resah bgt wasit kocak,positive
1844441484575322293,Fri Oct 11 23:46:49 +0000 2024,0,@cingreborn Beli nya wasit,beli nya wasit,neutral
1844887330198520195,Fri Oct 11 23:46:30 +0000 2024,0,#AFC_MAFIA indonesia benar benar di curi dan di rugikan sekali oleh musuh dan wasit si kepala plontos itu. Fuck lah anjing...,afc mafia indonesia benar di curi dan rugi sekali oleh musuh wasit si kepala plontos itu fuck lah anjing,negative
1844887247717531987,Fri Oct 11 23:46:10 +0000 2024,0,Bahrain kuat secara Finansial. Kalau main cuma seperti Kaum LGBT lebih baik jangan main Sepak Bola. Sepak Bola itu permainan Pejuang bukan mental banci kesenggol dikit guling-guling akting layaknya Pemain Bokep. Wasit dibayar pokoknya Timnas lawan harus kalah apapun caranya.,bahrain kuat cara finansial kalau main cuma seperti kaum lgbt lebih baik jangan sepak bola itu main juang bukan mental banci senggol dikit guling akting layak main bokep wasit bayar pokok timnas lawan harus ka apa cara,negative
1844887195104182650,Fri Oct 11 23:45:58 +0000 2024,1,Haha Cemen bener ini buzzer wasit Oman di blokirnya gua. Padahal baru gua doang yg dateng kesitu. https://t.co/VX8LTGiivo,haha cemen bener ini buzzer wasit om di blokir gua padahal baru doang yg dateng kesitu,neutral
1844690560424308765,Fri Oct 11 23:45:56 +0000 2024,1,@panditfootball Terlepas kita kebobolan dimenit yang seharusnya pertandingan itu sdh berakhir disitu juga harusnya kita mengambil pelajaran bahwa harus tetap fokus sebelum peluit ditiupkan... Terlepas dari kontroversial kepemimpinan wasit!,lepas kita bobol menit yang harus tanding itu sdh akhir situ juga harus ambil ajar bahwa harus tetap fokus belum peluit tiup dari kontroversial pimpin wasit,positive
1844887153584767441,Fri Oct 11 23:45:48 +0000 2024,0,Anjinglah wasit ini,anjing wasit ini,negative
1844448874796294462,Fri Oct 11 23:45:12 +0000 2024,0,@utdfocusid wasit taik anjing,wasit taik anjing,negative
1844584848939499766,Fri Oct 11 23:44:53 +0000 2024,0,@udamandi @unmagnetism Wasit tolo ini bawa2 agama jg tolo,wasit tolo ini bawa2 agama jg,negative
1844644259229761553,Fri Oct 11 23:44:41 +0000 2024,0,@tribunnews Mafia wasit....,mafia wasit,negative
1844886839326548279,Fri Oct 11 23:44:33 +0000 2024,0,Good Morning Anak Emas FIFA Yang Di Dzolimi Wasit AFC,good morning anak emas fifa yang di dzolimi wasit afc,neutral
1844442733324505578,Fri Oct 11 23:43:57 +0000 2024,0,@strootsys emang siapa yg belain wasit? serius nanya,emang siapa yg bain wasit serius nanya,neutral
1844886595310321841,Fri Oct 11 23:43:35 +0000 2024,0,pantau terus wasit gateli,pantau terus wasit gateli,positive
1844886577438392456,Fri Oct 11 23:43:31 +0000 2024,0,Jadi ingat ini lagi njirrr.... keputusan wasit ter-hah-heh-hoh saat itu...,jadi ingat ini lagi njirrr putus wasit ter hah heh hoh saat itu,negative
1844732649866482048,Fri Oct 11 23:42:55 +0000 2024,0,@ikramjindan @akunkutriplea @wepe20_ Emangnya fans timnas bukan fans local klub ? Giring opininya seakan fans Timnas isinya fans baru dan bukan fans club lokal . Gw fans club lokal gw marah marah juga kalo wasitnya berat sebelah jadi gw juga marah marah sama wasit yang mimpin Timnas kemarin.,emang fans timnas bukan local klub giring opini akan isi baru dan club lokal gw marah juga kalo wasit berat sebe jadi sama wasit yang mimpin kemarin,neutral
1844886343320748112,Fri Oct 11 23:42:35 +0000 2024,0,Ajg masih kesel sama wasit itu,ajg masih kesel sama wasit itu,negative
1844870503842054646,Fri Oct 11 23:42:24 +0000 2024,0,@bahaspemainbola Udah gak berharap apa² lagi dari AFF AFC Olympics sampai WCQ semua kandas di tangan Wasit. Percuma ngebagusin timnas ujungnya nasib ditentuin wasit ,udah gak harap apa lagi dari aff afc olympics sampai wcq semua kandas di tangan wasit percuma ngebagusin timnas ujung nasib ditentuin,negative
1844701107202961418,Fri Oct 11 23:38:08 +0000 2024,0,@ardahw @Yusuf_izeckkson @MatsuyamaNico @Rossifinza Dan kan gua bilang babak 1 itu ada cek VAR ama pemen bahrain yg berkali2 guling2. Emang cek VAR aja itu brp menit kocak? Guling2annya aja bisa 2 menitan sekali jatoh. Gausa bawa2 aturan td fakta di lapangan wasit cuma nambahin waktu di situasi yg emg wasting time banyak.,dan kan gua bilang babak 1 itu ada cek var ama pen bahrain yg berkali2 guling2 emang aja brp menit kocak guling2annya bisa 2 menit sekali jatoh gausa bawa2 atur td fakta di lapang wasit cuma nambahin waktu situasi emg wasting time banyak,neutral
1844646344117367148,Fri Oct 11 23:37:36 +0000 2024,0,@TrollFootball Tolong kabari saya kalau wasit ini datang ke Indonesia ya. mau saya bakpao wasitnya ini ,tolong kabar saya kalau wasit ini datang ke indonesia ya mau bakpao wasit,neutral
1844592304599990676,Fri Oct 11 23:37:24 +0000 2024,0,@battosaixyz @idextratime Mgkn org Arab ga bisa baca tulisan itu bisanya baca tulisan versi arab doang. Makane klo wasit arab sdg bertugas pasang jg trjemahan angka Arab nya. Klo masih ga ngeh juga colok mata hatinya.,mgkn org arab ga bisa baca tulis itu bisa versi doang makane klo wasit sdg tugas pasang jg trjemahan angka nya masih ngeh juga colok mata hati,positive
1844687225973600662,Fri Oct 11 23:37:23 +0000 2024,0,@howluckyfifii wasit najis cuih,wasit najis cuih,negative
1844637713917673625,Fri Oct 11 23:37:04 +0000 2024,0,@idextratime Bukan cuman soal kemenangan atas Bahrain yg dirampok saudara saudara tapi lebih pada klasemen sementara yg diserobot. Bayangkan harusnya berada pd peringkat 2 dibawah jepang tp gara2 itu jadi peringkat 5. Memang wasit goblok dia telah mematah asa 250jt org rakyat Indo,bukan cuman soal menang atas bahrain yg rampok saudara tapi lebih pada klasemen sementara serobot bayang harus ada pd peringkat 2 bawah jepang tp gara2 itu jadi 5 memang wasit goblok dia te patah asa 250jt org rakyat indo,negative
1844476924518936729,Fri Oct 11 23:36:56 +0000 2024,2,@callme_joestar Apapun yg berbau wasit dan Bahrain di hajarsampe ulasan stadion Nasional nya di google,apa yg bau wasit dan bahrain di hajarsampe ulas stadion nasional nya google,neutral
1844455272028438935,Fri Oct 11 23:36:41 +0000 2024,0,@CryptoLibrarys Semua rakyat Indonesia sakit hati dengan keputusan wasit ini,semua rakyat indonesia sakit hati dengan putus wasit ini,negative
1844714906970628256,Fri Oct 11 23:36:17 +0000 2024,0,@Nicho_Silalahi @jokowi @KPU_ID @prabowo @sandiuno @cakimiNOW @ganjarpranowo @mohmahfudmd Itu namanya wasit ikut cawe cawe,itu nama wasit ikut cawe,neutral
1844884730929713537,Fri Oct 11 23:36:10 +0000 2024,1,Jurnalis Belanda Tak Habis Pikir dengan Kontroversi Wasit Bahrain Vs Timnas Indonesia: Saya Marah Besar! https://t.co/DJ8sz25fYR,jurnalis belanda tak habis pikir dengan kontroversi wasit bahrain vs timnas indonesia saya marah besar,negative
1844666623808110721,Fri Oct 11 23:36:10 +0000 2024,0,@idextratime Pinter bngt AFC ngadalinnya ga ngambil wasit Jepang Korea atau eropa bngst emng!,pinter bngt afc ngadalinnya ga ngambil wasit jepang korea atau eropa bngst emng,negative
1844643002091999420,Fri Oct 11 23:36:05 +0000 2024,0,@feryaninur @tedzinski @blackrosenf @ainurohman diartikel tertulis wasit bisa memperpanjang injury time ngurangin gk boleh. Saya tau kita sama2 kecewa apalagi pemain dan staff tapi toh suara kita sudah ditepis dgn aturan baru. Klo soal biasnya wasit mimpin kebanyakan kita kayaknya nya tau gmn tai nya wasit timteng mmpin https://t.co/gITKR6TRvP,artikel tulis wasit bisa panjang injury time ngurangin gk boleh saya tau kita sama2 kecewa apalagi main dan staff tapi toh suara sudah tepis dgn atur baru klo soal bias mimpin banyak kayak nya gmn tai timteng mmpin,negative
1844884707537977484,Fri Oct 11 23:36:05 +0000 2024,0,Gol yang ditunggu Belanda baru muncul usai Van Dijk diusir wasit. Banyak masalah Belanda dari laga versus Hongaria. https://t.co/Vrd2ZRQxmu #Olahraga #AdadiKompas,gol yang tunggu belanda baru muncul usai van dijk usir wasit banyak masa dari laga versus hongaria olahraga adadikompas,neutral
1844649756041032078,Fri Oct 11 23:35:49 +0000 2024,0,@vindikasi @FIFAcom @afcasiancup @theafcdotcom @FabrizioRomano @DavidOrnsttein @ishowspeedsui Kalau dilihat ulang menit perpanjangan waktu jalannya pertandingan tidak ada yang mengulur waktu dan harusnya wasit meniup peluit akhir saat serangan balik terakhir dilakukan oleh witan sulaeman dimenit 97.23,kalau lihat ulang menit panjang waktu jalan tanding tidak ada yang ulur dan harus wasit tiup peluit akhir saat serang balik akhir laku oleh witan sulaeman menit 97 23,positive
1844874587387068659,Fri Oct 11 23:35:27 +0000 2024,0,@GOAL_ID Be careful wasit niup peluit sampai mati.,be careful wasit niup peluit sampai mati,negative
1844621877542822289,Fri Oct 11 23:34:54 +0000 2024,8,@GOAL_ID Kalo di tolak sm mrk laporannya langsung banding ke CAS aja biar wasit botak asu &amp; Bahrain asu itu kena banned/ di diskualifikasi dr kualifikasi world cup round 3 dan poin Indonesia bisa kembali atau ya bisa pertandingan ulang.,kalo di tolak sm mrk lapor langsung banding ke cas aja biar wasit botak asu amp bahrain itu kena banned diskualifikasi dr kualifikasi world cup round 3 dan poin indonesia bisa kembali atau ya tanding ulang,neutral
1844600481555021888,Fri Oct 11 23:34:53 +0000 2024,0,@kegblgnunfaedh Begitulah dunia bekerja..... Dibagi atas kasta².... Dlm sepakbola indonesia dianggap tidak pantas ada di piala dunia. Jd gmn caranya wajib tidak lolos... di jaman dulu bayar wasit mungkin bayar pemain atau bayar pelatih hal lumrah...yg penting indonesia gagal menang.,begitu dunia kerja bagi atas kasta dlm sepakbola indonesia anggap tidak pantas ada di piala jd gmn cara wajib lolos jaman dulu bayar wasit mungkin main atau latih hal lumrah yg penting gagal menang,positive
1844763637262750026,Fri Oct 11 23:34:43 +0000 2024,0,Belum selesai oleh para netizen mendebat timnas dikritik kebanyakan pemain naturalisasi kini kejadian yang dilihat langsung lewat tayangan pada kepemimpinan wasit Ahmed Al-Kaf.,belum selesai oleh para netizen debat timnas kritik banyak main naturalisasi kini jadi yang lihat langsung lewat tayang pada pimpin wasit ahmed al kaf,neutral
1844884187951792353,Fri Oct 11 23:34:01 +0000 2024,0,Koleksi rare All video : https://t.co/TjBlkerblq Nikmir Arhan Sandra Dewi Paula Baim SMA 70 ready umur 20 wasit manga #Super1MViews #TimnasDay #BikinEnak https://t.co/eCJ3YnI1B4,koleksi rare all video nikmir arhan sandra dewi paula baim sma 70 ready umur 20 wasit manga super1mviews timnasday bikinenak,positive
1844440088832573950,Fri Oct 11 23:33:11 +0000 2024,0,@my_supersoccer Wasit gak adil. Pecat,wasit gak adil pecat,negative
1844883924637581812,Fri Oct 11 23:32:58 +0000 2024,0,@ahmedalkaf1983 @afcasiancup WASIT BEGAL / SCANDAL AFC REVIEW TIMNAS: BAHRAIN GULING-GULING WASIT BIKIN PUSING | Box2Box Footb... https://t.co/JRZ0TrIk2i via @YouTube,wasit begal scandal afc review timnas bahrain guling bikin pusing box2box footb via,negative
1844629135101948253,Fri Oct 11 23:32:55 +0000 2024,0,@afcasiancup Wasit selalu menolong tim dari liga Arab https://t.co/kwEKKUuu4H,wasit selalu tolong tim dari liga arab,positive
1844883746899755193,Fri Oct 11 23:32:16 +0000 2024,0,Sebelum pertandingan kualifikasi kemarin pan nonton aussie vs Tiongkok nah aku nyeletuk gmana kalo ada wasit berat sebelah. Kek pesta OR kemarin eh kejadian.. Waduh,belum tanding kualifikasi kemarin pan nonton aussie vs tiongkok nah aku nyeletuk gmana kalo ada wasit berat sebe kek pesta or eh jadi waduh,neutral
1844883708861718768,Fri Oct 11 23:32:07 +0000 2024,0,Penasaran kalo ada match yang diuntungin wasit gitu kira-kira responnya gimana?,penasaran kalo ada match yang diuntungin wasit gitu kira responnya gimana,neutral
1844608743457292694,Fri Oct 11 23:31:50 +0000 2024,0,@FerdiawanFiren @utdfocusid Itu urusan pemain dan pelatih mereka juga pasti ada evaluasi.justru kita fokus ke wasit biar wasitnya ke depan lebih adil dan usaha timnas untuk improve ga sia sia.,itu urus main dan latih mereka juga pasti ada evaluasi justru kita fokus ke wasit biar wasit depan lebih adil usaha timnas untuk improve ga sia,positive
1844883359794855972,Fri Oct 11 23:30:43 +0000 2024,0,wasit asal tur tengah perusak sepakbola asia ganti ketua AFC dan sanksi wasit ahmed al kaf#FIFAWorldCup,wasit asal tur tengah usak sepakbola asia ganti ketua afc dan sanksi ahmed al kaf fifaworldcup,negative
1844883355944485301,Fri Oct 11 23:30:42 +0000 2024,0,Bisa jadi wasit berat sebelah.Pertanyaannya mngp dimenit 90+9 Maarten Paes bisa kebobolan? Bukankah dia kiper paling hebat didunia?.Andai di menit tsb timnas bisa cetak gol lagi pasti dunia sepakbola se Indonesia raya tidak murka.Mngp pula timnas tdk mampu cetak gol lagi? @PSSI,bisa jadi wasit berat sebe tanya mngp menit 90 9 maarten paes bobol bukan dia kiper paling hebat dunia andai di menit tsb timnas cetak gol lagi pasti dunia sepakbola se indonesia raya tidak murka pula tdk mampu,positive
1844883326122983446,Fri Oct 11 23:30:35 +0000 2024,1,@ahmedalkaf1983 @afcasiancup WASIT BEGAL / SCANDAL AFC REVIEW TIMNAS: BAHRAIN GULING-GULING WASIT BIKIN PUSING | Box2Box Footb... https://t.co/JRZ0TrIk2i via @YouTube,wasit begal scandal afc review timnas bahrain guling bikin pusing box2box footb via,negative
1844883305096937552,Fri Oct 11 23:30:30 +0000 2024,0,wasit nya siapa ya yang mimpin match besok ? sudah tau kah ?,wasit nya siapa ya yang mimpin match besok sudah tau kah,neutral
1844583355330986000,Fri Oct 11 23:29:24 +0000 2024,0,@ainurohman manusia jancok emang itu wasit,manusia jancok emang itu wasit,negative
1844606493905371465,Fri Oct 11 23:29:13 +0000 2024,0,@0PSH8 Ini semuanya yang ada di sana pada goblok semua apa dari mulai pemain wasit panpel yang larang pemain kita buat ketemu sama suporter ini lagi media ngasih pertanyaan goblok bgt,ini semua yang ada di sana pada goblok semua apa dari mulai main wasit panpel larang kita buat ketemu sama suporter lagi media ngasih tanya bgt,negative
1844882970357923906,Fri Oct 11 23:29:11 +0000 2024,0,Media Asing Sampai Sindir Wasit Ahmed Al Kaf Kecurangan di Laga Bahrain vs Timnas Indonesia Jelas Terlihat? https://t.co/YQuKAM9XeV,media asing sampai sindir wasit ahmed al kaf curang di laga bahrain vs timnas indonesia jelas lihat,negative
1844695288566698322,Fri Oct 11 23:29:10 +0000 2024,0,@alggzndr @aingriwehuy baru liat ada wasit senyum kek gini ke pemain cu,baru liat ada wasit senyum kek gin ke main cu,negative
1844610557741236553,Fri Oct 11 23:28:48 +0000 2024,1,@officialinews_ @kegblgnunfaedh Itu pertandingan disiarkan di lebih 48 negara. Wasit goblok dikirinya cuman dilihat 10.000 orang di stadion plus pejabat2 bahrain yg nonton di stadion,itu tanding siar di lebih 48 negara wasit goblok kir cuman lihat 10 000 orang stadion plus pejabat2 bahrain yg nonton,neutral
1844666623808110721,Fri Oct 11 23:28:48 +0000 2024,0,@idextratime Seumpama Indonesia kalah ato seri brarti kata2 yg akan muncul di medsos adalah Wasit anjing Wasit babi Ngentot goblok tolol Tai Jembut Asu Bajingan Kira2 apalagi ya? Yuk blajar ngata2in wasit dl biar bsok klo dicurangi lancar misuhnya dan nyampe ketelinga wasit2 bajingan itu,umpama indonesia ka ato seri brarti kata2 yg akan muncul di medsos ada wasit anjing babi ngentot goblok tolol tai jembut asu bajing kira2 apalagi ya yuk blajar ngata2in dl biar bsok klo curang lancar misuh dan nyampe telinga wasit2 itu,negative
1844879244406686177,Fri Oct 11 23:28:47 +0000 2024,0,@glassesncoffee Heee Tergantung wasit na dri mana om bisa dikondisikan tmpt2 na. Hee,heee gantung wasit na dri mana om bisa kondisi tmpt2 hee,neutral
1844629135101948253,Fri Oct 11 23:28:20 +0000 2024,0,@afcasiancup Wasit Haram dan curang,wasit haram dan curang,negative
1844677613832360021,Fri Oct 11 23:28:13 +0000 2024,0,@TrollFootball Bisa jd jika keadaan waktu normal 2-1 kemenangan Bahrain mungkin saja injury time hanya satu dua menit yg diberikan wasit....kentara banget wasit ingin Bahrain menang minimal seri...,bisa jd jika ada waktu normal 2 1 menang bahrain mungkin saja injury time hanya satu dua menit yg beri wasit kentara banget ingin menang minimal seri,positive
1844647928818016453,Fri Oct 11 23:28:11 +0000 2024,0,@narkosun Aduh... Mau di rujak mau di gado gado ke gak ngaruh x Gak bisa ngerubah hasil juga .. Dia juga tetap jd wasit FIFA juga gak bakal merubah hasil poin,aduh mau di rujak gado ke gak ngaruh x bisa ngerubah hasil juga dia tetap jd wasit fifa bakal rubah poin,negative
1844882613791768818,Fri Oct 11 23:27:46 +0000 2024,0,INFO PALING UPDATE ASLI HANYA DI KIATOTO WAR IS OVER #kiatoto #wasit #fifa #referee #haram #pijatcrot #slotonline #slotgacorindonesia https://t.co/wC8gyN11gL,info paling update asli hanya di kiatoto war is over wasit fifa referee haram pijatcrot slotonline slotgacorindonesia,neutral
1844578299684716930,Fri Oct 11 23:27:36 +0000 2024,0,@Tita83079013 Wasit bajingan,wasit bajing,positive
1844882347092738427,Fri Oct 11 23:26:42 +0000 2024,1,@ahmedalkaf1983 @afcasiancup WASIT BEGAL / SCANDAL AFC MAKIN KOCAK !! Komentar Org Malaysia Bila Liat Timnas Indonesia Dicurang... https://t.co/apthuUQK5j via @YouTube,wasit begal scandal afc makin kocak komentar org malaysia bila liat timnas indonesia curang via,negative
1844882338095956084,Fri Oct 11 23:26:40 +0000 2024,18,Heboh! Sebut Bahrain Banyak Uang tapi Tak Berkelas Suporter Wanita Ini Sindir Wasit Ahmed Al Kaf: Many Fulus Fulus Talk! https://t.co/mWHIVw13pk,heboh sebut bahrain banyak uang tapi tak kelas suporter wanita ini sindir wasit ahmed al kaf many fulus talk,negative
1844882184374714425,Fri Oct 11 23:26:03 +0000 2024,0,Wasit Bahrain jg botak ! Berarti org yg mengalami kebotakan=org bermasalah.,wasit bahrain jg botak arti org yg alami bota masa,negative
1844644175893127511,Fri Oct 11 23:25:29 +0000 2024,1,@satria_gigin Emang wasit ini udah gak ada fair play sama sekali. Wasit babi,emang wasit ini udah gak ada fair play sama sekali babi,negative
1844879427416580469,Fri Oct 11 23:25:25 +0000 2024,0,@munvess LAMA LAMAAA HABIS TENAAAAGAKU BILA BUKAN LAGI AKU TEMPAT PULANH YANG KAU TUJU JANGAN ULUR WAKTU monyet km ya kek wasit ehmet,lama lamaaa habis tenaaaagaku bila bukan lagi aku tempat pulanh yang kau tuju jangan ulur waktu monyet km ya kek wasit ehmet,negative
1844881840978657657,Fri Oct 11 23:24:41 +0000 2024,3,Harusnya mengapresiasi wasit yang telah memberi keuntungan kalau pemain memang tugas mereka bermain sebaik mungkin,harus apresiasi wasit yang te beri untung kalau main memang tugas mereka main baik mungkin,positive
1844741594744037887,Fri Oct 11 23:18:58 +0000 2024,0,@Holowise__ @wongpegirikan @MuhadklyAcho Nyuruh orang lain memahami tapi lu sendiri yang gak paham Itu dia ngetweet jam 1 siang di tgl 11 ya setelah timnas main setelah semua orang ribut akan keputusan wasit. Sampe sini paham gak?,nyuruh orang lain paham tapi lu sendiri yang gak paham itu dia ngetweet jam 1 siang di tgl 11 ya sete timnas main semua ribut akan putus wasit sampe sini,negative
1844880388843503671,Fri Oct 11 23:18:55 +0000 2024,0,Wkwkwk sekarang wasit bahrain dan komplotannya dihinakan seluruh dunia.,wkwkwk sekarang wasit bahrain dan komplot hina seluruh dunia,positive
1844880230172983685,Fri Oct 11 23:18:17 +0000 2024,0,Untuk yang berlawanan arus dalem nanggepin kasus wasit jelak kemarin kalian hebat. ,untuk yang lawan arus dalem nanggepin kasus wasit jelak kemarin kalian hebat,positive
1844880034659696746,Fri Oct 11 23:17:31 +0000 2024,0,Ini wasit kalo bahrain posisi menang,ini wasit kalo bahrain posisi menang,negative
1844677613832360021,Fri Oct 11 23:17:27 +0000 2024,3,@tempodotco @TrollFootball Tempo kok begitu bikin berita ... Timnas shrsnya menang tapi diimbangi bahrain krn wasit ngaco bin curang. Bukan Timnas yg imbangi bahrain.,tempo kok begitu bikin berita timnas shrsnya menang tapi imbang bahrain krn wasit ngaco bin curang bukan yg imbang,negative
1844874017897054524,Fri Oct 11 23:16:21 +0000 2024,31,@yusuf_dumdum Begitu jg dgn wasit yg dicaci maki netizen jadi inget pilpres 2024 https://t.co/lvf3v2lI0X,begitu jg dgn wasit yg caci maki netizen jadi inget pilpres 2024,positive
1844879692266078618,Fri Oct 11 23:16:09 +0000 2024,0,Postingan Eri Cahyadi Pancing Warga Beri Komentar Lucu untuk Wasit Ahmed Al Kaf. Wasit asal Oman Ahmed Al Kaf tengah menjadi sorotan di Indonesia. Keputusannya dalam pertandingan antara https://t.co/soRVIFkuhK #Olahraga #bahrain #pialadunia #SepakBola via @beritajatimcom,postingan eri cahyadi pancing warga beri komentar lucu untuk wasit ahmed al kaf asal om tengah jadi sorot di indonesia putus dalam tanding antara olahraga bahrain pialadunia sepakbola via,positive
